estateName,road,facility,,,,
110法院宿舍,估价对象所在小区西临泰吉街；北临其他；南临泰吉横街；东临其他。,周边有“星月湾”、“现代花园”等住宅楼盘，区域内有蓓蕾幼儿园、成都师范学院附属小学、金堂实验中学、金堂悦康医院、沃尔玛大卖场、金堂万达广场、美加美百货、中国农业银行、浙江民泰商业银行、中国建设银行等公共及生活配套设施，区域内有金堂2路、金堂7号、金堂1号、金堂8号、金堂5号等公交车经过，公共交通便捷度和道路通达度较好，区域内居家生活较便利。,,,,
新南四期,估价对象所在小区西北临新园大道；东北临仁和东街；西南临锦城大道；东南临道路。,周边有“国防家苑”、“保利锦湖林语”等住宅楼盘，区域内有蓝贝儿幼儿园、高新区六幼新南幼儿园、四川省高新一中、石羊社区卫生服务中心、新园综合农贸市场(石桥路)、红旗超市、交通银行、成都市农村商业银行等公共及生活配套设施齐全，区域内有11路、28路、100路、121路、220路等公交车经过，公共交通便捷度和道路通达度较好，区域内居家生活较便利。,,,,
利通天鹅堡,估价对象所在小区东临阳光大道；西临其他；南临其他；北临忠北路。,周边有“明星花园”、“林溪美城”等住宅楼盘，区域内有四川大学龙泉校区、四川万通汽修学校、航天高级技工学校、明星幼儿园、华大医院、同安公立卫生院、红旗超市、阳光超市、友好多超市、农商银行等公共及生活配套设施，区域内有850路、869路、l006b路、l006路等公交车经过，公共交通便捷度较好，道路通达度较好，区域内居家生活比较方便。,,,,
交大数字三区,估价对象所在小区北临方营路；东临大成路北段；南临花都大道；西临先驱大道。,周边有“北部桂庭”、“盛世名城”等住宅楼盘，区域内有瑞恩幼儿园、爱德堡幼稚园、博雅幼儿园、成都市新都区第三人民医院、大丰街道大丰社区卫生服务中心、天府粮仓农贸超市、红旗超市、成都市农村商业银行、交通银行、工商银行等公共及生活配套设施较齐全，区域内有672路、新都d1a路、新都d1b路、新都d2等公交车经过，公共交通便捷度及道路通达度较好，区域内居家生活较便利。,,,,
胜地.金芙蓉,估价对象所在小区东北临开金路；东南临和居路、其他；西南临其他；西北临金菊路。,周边有“芙蓉家苑”、“芙蓉水居”等住宅楼盘，区域内有苗苗幼儿园、温江区永宁镇康城幼儿园、永宁小学校、四川大学华西医院温江院区、温江区永宁卫生院、永宁镇芙蓉文化广场、永宁农贸市场、舞东风超市、红艳超市、成都市农村商业银行、建设银行、中国银行等公共及生活配套设施，区域内有22路、44路、762路、w14路、w36路、等公交车经过，公共交通便捷度和道路通达度较好，区域内居家生活较便利。,,,,
祥和居,估价对象所在小区西临玉林北街；南临其他；东临其他；北临其他。,周边有“玉林品上”、“ 丽景天成”等住宅楼盘，区域内有成都市玉林小学、玉林中学、芳草小学、高新华南医院、四川大学华西医院、沃尔玛、世纪商业广场、玉林综合市场、中国建设银行、中国银行等公共及生活配套设施，区域内有12路、59路、61路、76路、77路、109路、115路等公交车经过，距离地铁1、3号线“省体育馆-地铁站”约680米，公共交通便捷度和道路通达度好，区域内居家生活方便。,,,,
名人风景,估价对象所在小区东北临永盛南街；西北临其他；东南临其他；西南临其他。,周边有“宏景园”、“红南港少公馆”等住宅楼盘，区域内有成都市红牌楼小学、成都市石室双楠实验学校、西川中学、成都双楠医院、成都市武侯区人民医院、红牌楼社区卫生服务中心、红牌楼广场、长城现代农贸市场综合楼、家乐福超市、红旗超市、招商银行、中信银行、交通银行等公共及生活配套设施，区域内有1路、10路、57路、92路等公交车经过，距地铁3号线“红牌楼站”沿路距离约220米，公共交通便捷度和道路通达度好，区域内居家生活便利。,,,,
双桂社区36号院,估价对象所在小区北临大源北中街；东临南华路；南临大源北二街；西临大源北支路。,周边有““Icon尚郡”、大源双河”等住宅楼盘，区域内有桂溪双源幼儿园、高新区双祥川音幼儿园、成都高新大源学校、成都高新海尔森医院、桂溪社区卫生服务中心、世豪广场、华堂商场(成都伊藤洋高新店)、红旗超市、中国邮政储蓄银行、成都市农村商业银行等公共及生活配套设施，区域内有521路、162路、184路、801路、817路等公交车经过，公共交通便捷度和道路通达度好，区域内居家生活便利。,,,,
保利叶语,估价对象所在小区东临其他；西临迎宾大道；南临时代上城北路；北临道路。,周边有“南湖逸家”、“德商华府天骄”等住宅楼盘，区域内有双流区协和幼儿园、双流区协和实验小学、双流区第一人民医院协和分院、缤纷广场、联合一百、成都银行等公共及生活配套设施，区域内有542路、543路、811路、813路、815路等公交车经过，公共交通便捷度和道路通达度较好，区域内居家生活比较便利。,,,,
长河郡,估价对象所在小区北临其他；西临学苑路；南临其他；东临其他。,周边有“紫苑小区”、“长流河小区”等住宅楼盘，区域内有成都市大弯小学、大弯中学、启航幼稚园、福康医院、青白江区中医医院、天美广场、精天百货、中国工商银行、中国农业银行、中国邮政储蓄银行等公共及生活配套设施，区域内有q2路、q9路、q22路等公交车经过，公共交通便捷度和道路通达度较好，区域内居家生活较方便。,,,,
新都锦绣香江一期,估价对象所在小区东北临其他，东南临金度路，西北临其他，西南临列维士路。,周边有“欧尚花园”、“格调逸家”等住宅楼盘，区域内有爱贝幼儿园、青白小学清凉校区、新都第二人民医院、新繁综合市场、联合一百超市、中国民生银行、中国建设银行、成都银行等公共及生活配套设施，区域内有316路、530路、678路、新都f1路等公交车经过，公共交通便捷度和道路通达度较好，居家生活较方便。,,,,
怡福社区,估价对象所在小区东南临怡福路；西北临新怡路、其他；东北临新风路；西南临其他。,周边有“浅水半岛”、“郦景东城”等住宅楼盘，区域内有成华实验小学北校区、成华实验小学、成都交通医院、桃蹊路社区卫生服务中心、八里庄菜市场、刃具农贸市场、红旗超市、兴业银行、中国农业银行、中国民生银行等公共及生活配套设施，区域内有7路、路、42路、425路、1040路等公交车经过，距地铁7号线“府青路”站沿路距离约780米，公共交通便捷度好，道路通达度好，区域内居家生活方便。,,,,
上风苑,估价对象所在小区东北临其他；西北临其他；东南临红光路；西南临正兴大道西段。,周边有“阳光小筑”、“红光苑”等住宅楼盘，区域内有红光镇示范幼儿园、金太阳幼儿园、西华大学、红光佳苑社区卫生服务站、金仪社区卫生服务站、红光广场、西城菜市场、红旗超市、中国农业银行、中国邮政储蓄银行、成都市农村商业银行等公共及生活配套设施，区域内有723路、733路、p07路、p18路等公交车经过，公共交通便捷度和道路通达度较好，居家生活较便利。,,,,
翠晨记,估价对象所在小区东临其他，南临驿都大道中路，西临北京路，北临其他。,周边有“接龙小区”、“桃都印象”等住宅楼盘，区域内有成都驿区第五小学校、龙泉三中、皇冠国际幼儿园、龙泉长兴医院、龙泉平安社区卫生服务中心、成都人民商场、北泉路国泉菜市、永辉超市、成都银行、建设银行、华夏银行等公共及生活配套设施，区域内有218路、223路、854路、898路、1019路等公交车经过，公共交通便捷度较好，距地铁2号线“书房”站沿路距离约1.0公里，道路通达度好，区域内居家生活便利。,,,,
利阳阿里山,估价对象所在小区东北临道路；西北临南大街；东南临南兴巷；西南临南苑巷； ,周边有 “天晨苑小区”、“鹃城帝景”等住宅楼盘，区域内有郫县示范幼儿园、郫都区一中、郫筒二小金花桥校区、郫县西汇三九八医院、郫县郫筒镇社区卫生服务中心、南街市场、郫县百货商城、红旗超市、中国农业银行、中国银行、中国建设银行等公共及生活配套设施，区域内有p01路、p14路、p26路、p27路等公交车经过，公共交通便捷度和道路通达度较好，区域内居家生活较便利。,,,,
